Gene.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.Name
ENSG00000111537	44.3171830195766	0.591981209749098	0.906791704356037	0.652830420597525	0.5138656096046	0.696309915193061	IFNG
ENSG00000130234	1.96432260948286	2.50509313397947	1.4312389262779	1.75029695460719	0.0800670861456305	NA	ACE2
ENSG00000184012	304.597572148077	-1.66910856157604	0.49032001172563	-3.40412082244366	0.000663773859298165	0.00621568733492171	TMPRSS2
